248.15 .96
253.15 .9575
258.15 .955
263.15 .9525
268.15  .949
273.15  .946
278.15  .943
283.15 .941
288.15 .9375
293.15 .936
298.15 .933
303.15 .931
314.15 .925
327.15  .918
340.15 .912
354.15 .904
